fraud,customer_gender_female,customer_gender_male,policy_state_or,injury_claim,policy_state_ca,collision_type_na,police_report_available,incident_month,policy_state_nv,customer_age,collision_type_front,total_claim_amount,incident_type_theft,collision_type_side,customer_education,policy_state_wa,incident_type_breakin,num_witnesses,driver_relationship_child,auto_year,authorities_contacted_fire,policy_annual_premium,driver_relationship_spouse,collision_type_rear,months_as_customer,num_injuries,num_insurers_past_5_years,incident_dow,driver_relationship_na,incident_day,authorities_contacted_none,policy_state_az,num_claims_past_year,policy_state_id,num_vehicles_involved,incident_severity,policy_deductable,authorities_contacted_police,incident_type_collision,authorities_contacted_ambulance,driver_relationship_other,policy_liability,incident_hour,driver_relationship_self,vehicle_claim
0,0,1,0,10500.0,1,0,1,5,0,43,1,28500.0,0,0,4,0,0,2,0,2015,0,2950,0,0,135,1,1,0,0,27,0,0,0,0,3,1,750,1,1,0,0,2,4,1,18000.0
0,0,1,0,0.0,1,0,0,9,0,34,0,8000.0,0,0,3,0,0,0,0,2017,0,3000,1,1,112,0,1,0,0,16,1,0,0,0,2,0,750,0,1,0,0,0,15,0,8000.0
0,0,1,0,30000.0,1,0,1,12,0,23,0,76000.0,0,0,3,0,0,4,0,2019,0,3000,0,1,65,1,1,6,0,29,0,0,0,0,3,2,750,1,1,0,0,2,0,1,46000.0
0,1,0,0,0.0,0,1,0,10,0,37,0,26500.0,1,0,4,0,0,0,0,2019,0,3000,0,0,65,0,1,3,1,31,0,0,0,1,1,1,750,1,0,0,0,2,12,0,26500.0
0,1,0,0,0.0,0,0,0,6,0,29,0,6500.0,0,0,2,1,0,1,0,2011,0,2750,0,1,70,0,1,0,0,24,1,0,0,0,2,0,750,0,1,0,0,2,9,1,6500.0
0,1,0,0,0.0,1,1,0,11,0,52,0,19000.0,0,0,1,0,1,0,0,2020,0,3000,0,0,107,0,1,1,1,5,0,0,0,0,1,0,750,1,0,0,0,0,5,0,19000.0
0,0,1,1,0.0,0,0,1,6,0,19,1,20000.0,0,0,1,0,0,0,0,2019,0,3000,0,0,23,0,1,0,0,24,0,0,0,0,2,1,750,1,1,0,0,2,20,1,20000.0
0,0,1,0,0.0,1,0,1,2,0,48,1,10000.0,0,0,1,0,0,2,0,2016,0,3000,1,0,234,0,1,4,0,15,0,0,0,0,5,0,750,1,1,0,0,1,8,0,10000.0
0,1,0,0,0.0,1,0,1,1,0,37,1,16500.0,0,0,0,0,0,3,0,2016,0,3000,0,0,27,0,3,2,0,2,0,0,0,0,3,0,750,1,1,0,0,3,15,1,16500.0
0,1,0,0,0.0,1,0,1,7,0,30,0,13500.0,0,1,3,0,0,5,0,2018,0,2950,0,0,50,0,1,5,0,13,0,0,0,0,6,0,750,1,1,0,0,0,13,1,13500.0
0,1,0,0,0.0,1,0,1,7,0,42,0,24500.0,0,1,3,0,0,2,0,2012,0,3000,0,0,104,0,1,1,0,23,0,0,0,0,4,2,750,1,1,0,0,2,11,1,24500.0
0,0,1,0,0.0,0,0,0,6,0,47,0,5000.0,0,1,1,1,0,0,0,2017,0,3000,0,0,242,0,1,6,0,2,1,0,0,0,1,0,750,0,1,0,0,2,13,1,5000.0
0,0,1,0,0.0,0,0,0,12,0,31,0,10000.0,0,1,1,0,0,0,0,2010,0,3000,0,0,158,0,1,3,0,19,0,1,0,0,2,1,750,1,1,0,0,0,16,1,10000.0
0,0,1,0,6500.0,1,0,1,9,0,66,0,35500.0,0,0,1,0,0,1,0,2018,0,3000,0,1,143,4,1,2,0,4,0,0,0,0,3,2,750,1,1,0,0,0,7,1,29000.0
0,0,1,0,15000.0,1,0,0,4,0,45,1,23500.0,0,0,3,0,0,1,0,2016,0,2700,0,0,161,1,1,1,0,16,1,0,0,0,2,0,750,0,1,0,0,0,19,1,8500.0
0,1,0,0,2500.0,0,0,1,1,0,58,1,36000.0,0,0,1,0,0,2,0,2017,0,3000,0,0,47,1,3,2,0,23,0,0,0,1,3,2,750,1,1,0,0,1,10,1,33500.0
0,1,0,0,30000.0,0,0,1,4,0,57,1,38000.0,0,0,1,1,0,1,0,2005,0,3000,0,0,115,1,1,0,0,29,0,0,2,0,2,1,750,1,1,0,0,2,4,1,8000.0
0,1,0,0,0.0,1,0,0,8,0,68,0,3500.0,0,1,1,0,0,1,0,2017,0,2500,0,0,109,0,1,4,0,16,1,0,0,0,2,0,850,0,1,0,0,1,12,1,3500.0
1,1,0,0,0.0,0,0,0,12,0,24,0,7500.0,0,0,2,1,0,0,0,2009,0,3000,0,1,19,0,3,2,0,4,0,0,0,0,2,1,750,1,1,0,0,1,15,1,7500.0
0,0,1,0,0.0,1,0,1,10,0,41,0,7000.0,0,1,4,0,0,1,0,2013,0,2950,0,0,157,0,1,5,0,12,0,0,0,0,2,1,750,1,1,0,0,0,8,1,7000.0
0,0,1,0,0.0,1,0,0,5,0,25,1,1000.0,0,0,1,0,0,0,0,2014,0,3000,0,0,72,0,1,2,0,8,1,0,0,0,1,0,750,0,1,0,0,1,2,1,1000.0
0,0,1,0,0.0,1,0,0,7,0,20,0,14500.0,0,1,3,0,0,0,0,2017,0,3000,0,0,31,0,2,0,0,29,1,0,0,0,2,0,750,0,1,0,0,1,20,1,14500.0
0,1,0,0,7500.0,1,0,1,1,0,39,1,43000.0,0,0,3,0,0,0,0,2015,0,3000,0,0,110,1,1,6,0,27,0,0,0,0,2,2,750,1,1,0,0,0,15,1,35500.0
0,0,1,0,0.0,0,0,1,2,0,43,0,42000.0,0,1,3,1,0,0,0,2019,0,3000,0,0,27,0,1,1,0,12,0,0,0,0,3,2,750,1,1,0,1,3,8,0,42000.0
0,1,0,0,0.0,0,0,0,7,0,51,0,7000.0,0,1,3,1,0,0,0,2013,0,3000,1,0,320,0,1,3,0,18,1,0,0,0,1,0,750,0,1,0,0,1,20,0,7000.0
0,0,1,0,11000.0,1,0,1,2,0,33,0,46500.0,0,0,1,0,0,0,0,2017,0,2850,0,1,84,1,1,3,0,14,0,0,0,0,3,2,750,1,1,0,0,2,15,1,35500.0
0,0,1,0,0.0,1,0,0,6,0,29,0,16000.0,0,0,1,0,0,2,0,2019,0,3000,0,1,55,0,2,4,0,7,1,0,0,0,2,0,750,0,1,0,0,1,11,1,16000.0
0,0,1,0,0.0,1,0,0,9,0,23,1,38000.0,0,0,1,0,0,0,1,2019,1,3000,0,0,20,0,4,2,0,11,0,0,0,0,2,2,750,0,1,0,0,2,17,0,38000.0
0,0,1,0,0.0,0,0,1,3,0,58,1,1000.0,0,0,1,1,0,0,0,2014,0,3000,0,0,192,0,1,4,0,8,0,0,0,0,3,0,750,1,1,0,0,1,18,1,1000.0
0,1,0,0,0.0,1,1,0,10,0,40,0,21000.0,0,0,4,0,1,0,0,2019,0,3000,0,0,77,0,1,3,1,17,0,0,0,0,1,0,750,1,0,0,0,1,14,0,21000.0
0,1,0,0,0.0,0,0,0,2,0,25,1,15000.0,0,0,3,0,0,0,0,2016,0,3000,0,0,8,0,3,4,0,1,0,1,0,0,2,1,750,1,1,0,0,0,15,1,15000.0
0,1,0,0,0.0,1,0,0,6,0,34,0,12000.0,0,1,1,0,0,2,1,2017,0,2650,0,0,105,0,1,1,0,25,1,0,0,0,2,0,750,0,1,0,0,1,11,0,12000.0
0,1,0,0,0.0,0,1,0,9,0,49,0,11000.0,1,0,3,0,0,0,0,2020,0,3000,0,0,70,0,1,4,1,6,0,1,0,0,1,1,750,1,0,0,0,1,21,0,11000.0
0,1,0,0,0.0,1,0,0,1,0,29,0,21500.0,0,0,4,0,0,0,0,2016,0,2900,0,1,10,0,5,0,0,14,0,0,0,0,2,1,750,1,1,0,0,0,18,1,21500.0
0,0,1,0,0.0,0,0,1,8,0,31,0,3500.0,0,0,3,0,0,2,0,2019,0,3000,0,1,42,0,1,0,0,12,0,1,0,0,3,0,750,1,1,0,0,2,13,1,3500.0
0,0,1,0,0.0,1,0,1,8,0,47,1,19000.0,0,0,4,0,0,2,0,2020,0,3000,0,0,72,0,1,6,0,4,0,0,0,0,3,1,750,1,1,0,0,3,8,1,19000.0
0,1,0,0,0.0,0,0,1,2,1,56,1,13000.0,0,0,3,0,0,1,0,2014,0,3000,0,0,169,0,1,0,0,25,0,0,0,0,3,1,750,1,1,0,0,1,8,1,13000.0
0,0,1,0,4000.0,1,0,0,2,0,54,0,20000.0,0,1,2,0,0,0,0,2019,0,2850,0,0,112,3,1,0,0,4,0,0,0,0,2,1,750,0,1,1,0,0,13,1,16000.0
0,0,1,0,0.0,1,1,0,3,0,60,0,22500.0,1,0,3,0,0,0,0,2018,0,3000,0,0,109,0,1,5,1,9,0,0,0,0,1,1,750,1,0,0,0,1,20,0,22500.0
0,0,1,0,0.0,1,0,0,5,0,32,0,1500.0,0,1,1,0,0,0,0,2010,0,3000,0,0,31,0,3,1,0,21,1,0,0,0,2,0,750,0,1,0,0,0,14,1,1500.0
0,0,1,1,0.0,0,0,1,1,0,53,1,17000.0,0,0,0,0,0,0,0,2012,0,2550,0,0,118,0,1,3,0,31,0,0,0,0,2,1,750,1,1,0,0,2,9,1,17000.0
0,0,1,0,6500.0,0,0,0,9,0,37,0,19500.0,0,0,4,0,0,1,0,2015,0,2650,0,1,129,1,1,3,0,12,0,1,0,0,2,1,750,1,1,0,0,2,13,1,13000.0
0,1,0,0,0.0,1,1,0,7,0,39,0,7500.0,0,0,3,0,1,0,0,2018,0,3000,0,0,109,0,1,6,1,28,0,0,0,0,1,0,750,1,0,0,0,1,15,0,7500.0
0,0,1,0,0.0,1,0,0,11,0,36,0,15500.0,0,0,1,0,0,0,0,2017,0,3000,0,1,67,0,1,5,0,23,0,0,0,0,2,1,750,1,1,0,0,3,5,1,15500.0
0,1,0,0,0.0,1,1,0,2,0,43,0,10500.0,0,0,4,0,1,0,0,2015,0,3000,0,0,271,0,1,4,1,1,0,0,0,0,1,0,750,1,0,0,0,0,10,0,10500.0
0,0,1,0,17500.0,0,0,1,2,1,18,0,53500.0,0,1,1,0,0,3,1,2014,0,3000,0,0,4,4,1,1,0,5,0,0,0,0,3,2,750,1,1,0,0,1,14,0,36000.0
1,1,0,0,0.0,1,1,0,2,0,33,0,8500.0,0,0,1,0,1,0,0,2016,0,3000,0,0,45,0,1,6,1,17,0,0,1,0,1,0,750,1,0,0,0,0,18,0,8500.0
0,0,1,0,9500.0,0,0,0,9,0,28,0,48500.0,0,0,3,1,0,0,0,2017,1,3000,0,1,36,1,2,5,0,7,0,0,0,0,2,2,750,0,1,0,0,3,9,1,39000.0
0,1,0,1,6000.0,0,0,1,11,0,29,1,19500.0,0,0,4,0,0,0,0,2016,0,3000,0,0,129,1,1,6,0,17,0,0,0,0,2,1,750,1,1,0,0,1,9,1,13500.0
0,0,1,0,0.0,0,0,0,8,0,41,1,7000.0,0,0,3,0,0,0,0,2014,0,2600,0,0,234,0,1,2,0,14,1,1,0,0,1,0,750,0,1,0,0,1,6,1,7000.0
0,1,0,0,0.0,1,0,0,3,0,66,1,18500.0,0,0,3,0,0,1,0,2019,0,3000,0,0,113,0,1,3,0,7,0,0,1,0,2,1,750,1,1,0,0,1,7,1,18500.0
0,1,0,0,1500.0,1,0,1,12,0,64,0,25000.0,0,1,3,0,0,0,0,2017,0,3000,0,0,95,1,1,6,0,15,0,0,0,0,2,1,750,1,1,0,1,2,16,0,23500.0
0,1,0,0,13000.0,1,0,1,10,0,51,1,38500.0,0,0,3,0,0,0,0,2014,0,2700,0,0,129,3,1,4,0,4,0,0,0,0,3,2,750,1,1,0,0,0,21,1,25500.0
0,0,1,0,0.0,1,0,1,2,0,50,0,8500.0,0,0,3,0,0,1,0,2018,0,3000,0,1,41,0,1,4,0,1,0,0,0,0,2,0,750,1,1,0,0,3,2,1,8500.0
0,0,1,0,0.0,0,0,0,4,0,22,0,10500.0,0,1,3,0,0,2,0,2019,0,2950,0,0,45,0,1,1,0,16,1,1,0,0,2,0,750,0,1,0,0,0,16,1,10500.0
0,1,0,1,0.0,0,0,0,5,0,50,1,5000.0,0,0,1,0,0,2,1,2013,0,3000,0,0,129,0,1,6,0,26,1,0,1,0,2,0,750,0,1,0,0,1,20,0,5000.0
0,0,1,0,24000.0,0,0,0,6,0,58,1,29000.0,0,0,1,1,0,1,0,2013,0,2500,0,0,266,1,1,4,0,14,1,0,0,0,2,0,750,0,1,0,0,1,8,1,5000.0
0,0,1,0,0.0,0,0,1,4,0,18,0,44500.0,0,0,0,1,0,2,0,2020,0,3000,0,1,5,0,5,4,0,12,0,0,0,0,4,2,750,1,1,0,0,1,17,1,44500.0
0,0,1,0,0.0,1,0,0,3,0,27,1,14500.0,0,0,4,0,0,1,0,2020,0,3000,0,0,31,0,2,4,0,1,1,0,0,0,2,0,750,0,1,0,0,0,15,1,14500.0
0,0,1,0,0.0,1,0,0,9,0,65,0,10500.0,0,0,3,0,0,0,0,2020,0,3000,0,1,55,0,1,2,0,11,1,0,0,0,1,0,750,0,1,0,0,0,17,1,10500.0
0,1,0,0,0.0,1,0,1,5,0,56,0,28000.0,0,1,4,0,0,3,0,2013,0,2650,0,0,140,0,1,5,0,11,0,0,0,0,3,2,750,1,1,0,0,2,15,1,28000.0
0,0,1,0,0.0,0,0,0,9,1,75,0,10000.0,0,1,3,0,0,0,0,2015,0,2500,0,0,225,0,1,2,0,4,1,0,0,0,1,0,750,0,1,0,0,2,10,1,10000.0
0,0,1,0,0.0,1,1,0,1,0,58,0,14500.0,0,0,1,0,1,0,0,2018,0,2550,0,0,113,0,1,4,1,25,0,0,0,0,1,0,750,1,0,0,0,0,6,0,14500.0
0,1,0,0,0.0,0,0,1,9,0,55,1,8500.0,0,0,2,1,0,2,0,2019,0,3000,0,0,243,0,1,6,0,15,0,0,0,0,3,0,750,1,1,0,0,1,11,1,8500.0
0,1,0,0,15000.0,0,0,1,3,0,47,1,40500.0,0,0,3,0,0,3,0,2014,0,2650,0,0,222,1,1,1,0,19,0,1,0,0,3,2,750,1,1,0,0,0,5,1,25500.0
0,0,1,0,5000.0,0,0,0,11,0,66,0,22000.0,0,1,3,0,0,0,0,2010,0,3000,0,0,54,1,1,3,0,14,0,1,0,0,2,1,750,1,1,0,0,3,16,1,17000.0
0,0,1,0,0.0,1,0,1,11,0,28,0,17500.0,0,0,3,0,0,0,0,2013,0,3000,1,1,72,0,1,0,0,18,0,0,0,0,2,1,750,1,1,0,0,2,15,0,17500.0
0,1,0,0,0.0,1,1,0,1,0,42,0,9500.0,0,0,3,0,1,0,0,2020,0,3000,0,0,109,0,1,6,1,20,0,0,0,0,1,0,750,1,0,0,0,3,10,0,9500.0
0,0,1,1,7500.0,0,0,1,3,0,65,1,38000.0,0,0,3,0,0,0,0,2015,0,2950,0,0,126,4,1,0,0,25,0,0,0,0,3,2,750,1,1,0,0,2,16,1,30500.0
0,0,1,0,0.0,1,0,1,11,0,59,0,16500.0,0,0,3,0,0,2,0,2016,0,2750,0,1,58,0,1,2,0,13,0,0,0,0,5,1,750,1,1,0,1,1,12,0,16500.0
0,0,1,0,6500.0,1,0,1,3,0,36,1,17500.0,0,0,1,0,0,0,0,2011,0,2650,0,0,73,1,1,3,0,7,0,0,0,0,2,1,750,1,1,0,0,0,8,1,11000.0
0,0,1,0,0.0,0,0,0,1,0,35,0,9000.0,0,0,3,0,0,0,0,2019,0,2950,0,1,69,0,1,5,0,19,0,1,0,0,2,0,750,1,1,0,0,2,7,1,9000.0
0,1,0,0,0.0,1,0,0,12,0,34,0,17000.0,0,1,4,0,0,1,0,2017,0,2900,0,0,78,0,1,2,0,4,1,0,0,0,2,0,750,0,1,0,0,0,7,1,17000.0
0,0,1,1,0.0,0,0,0,8,0,21,0,24500.0,0,1,3,0,0,0,0,2017,0,3000,0,0,33,0,1,0,0,12,0,0,0,0,2,1,750,1,1,0,0,1,16,1,24500.0
0,0,1,0,10000.0,1,0,0,2,0,58,0,45000.0,0,1,3,0,0,1,0,2013,1,3000,0,0,112,2,1,2,0,13,0,0,0,0,2,2,750,0,1,0,0,1,17,1,35000.0
0,1,0,0,0.0,0,0,0,5,0,45,1,13000.0,0,0,4,0,0,3,0,2015,0,2850,0,0,220,0,1,4,0,24,1,0,0,1,2,0,750,0,1,0,0,3,4,1,13000.0
0,1,0,0,30000.0,1,0,1,3,0,19,1,63500.0,0,0,1,0,0,0,0,2017,0,3000,0,0,11,1,5,3,0,21,0,0,0,0,3,2,750,1,1,0,0,2,3,1,33500.0
0,1,0,0,0.0,0,0,1,10,0,42,0,7000.0,0,0,3,1,0,1,1,2016,0,3000,0,1,21,0,4,5,0,26,0,0,0,0,3,0,750,1,1,0,0,1,20,0,7000.0
0,1,0,0,0.0,1,0,0,12,0,42,1,13000.0,0,0,3,0,0,1,0,2014,0,3000,0,0,115,0,1,2,0,11,1,0,0,0,2,0,750,0,1,0,0,0,7,1,13000.0
0,1,0,1,50000.0,0,0,0,12,0,23,0,74500.0,0,1,1,0,0,2,0,2012,1,3000,0,0,48,2,1,3,0,12,0,0,0,0,2,2,750,0,1,0,0,1,4,1,24500.0
0,0,1,0,15000.0,1,0,0,8,0,42,1,49500.0,0,0,4,0,0,0,0,2019,0,3000,0,0,47,1,2,3,0,29,0,0,0,0,2,2,750,0,1,1,0,0,19,1,34500.0
0,1,0,0,15000.0,1,0,0,5,0,28,0,33000.0,0,0,1,0,0,0,0,2019,0,3000,0,1,47,2,2,2,0,15,0,0,0,0,2,1,750,1,1,0,0,2,10,1,18000.0
0,0,1,0,0.0,1,0,0,4,0,68,0,8000.0,0,1,1,0,0,1,0,2012,0,2750,0,0,121,0,1,4,0,5,0,0,0,0,2,1,750,1,1,0,0,0,16,1,8000.0
0,0,1,0,0.0,1,0,0,9,0,32,1,12000.0,0,0,3,0,0,0,0,2015,0,3000,0,0,71,0,1,3,0,5,1,0,0,0,2,0,750,0,1,0,0,2,0,1,12000.0
0,1,0,0,0.0,0,0,1,10,0,52,1,13000.0,0,0,4,0,0,3,0,2016,0,3000,0,0,210,0,1,1,0,22,0,1,0,0,2,1,750,1,1,0,0,0,23,1,13000.0
0,1,0,0,0.0,1,0,1,9,0,58,1,38500.0,0,0,2,0,0,0,0,2019,0,3000,0,0,194,0,1,3,0,19,0,0,0,0,3,2,750,1,1,0,1,0,8,0,38500.0
0,1,0,0,0.0,0,0,0,11,0,46,0,15000.0,0,1,1,0,0,1,0,2016,0,3000,0,0,227,0,1,1,0,26,1,1,0,0,2,0,750,0,1,0,0,2,11,1,15000.0
0,0,1,1,0.0,0,0,0,5,0,36,1,11000.0,0,0,3,0,0,0,0,2017,0,2750,0,0,79,0,1,2,0,1,1,0,0,0,2,0,750,0,1,0,0,3,0,1,11000.0
0,0,1,0,0.0,1,1,0,11,0,33,0,16500.0,1,0,1,0,0,0,0,2015,0,3000,0,0,180,0,1,3,1,14,0,0,0,0,1,1,750,1,0,0,0,0,4,0,16500.0
0,0,1,0,8000.0,0,0,1,2,1,42,0,32000.0,0,1,3,0,0,0,0,2017,0,3000,0,0,107,1,1,0,0,18,0,0,1,0,2,1,750,1,1,0,0,1,17,1,24000.0
0,0,1,0,0.0,1,0,1,11,0,64,1,10500.0,0,0,4,0,0,1,0,2010,0,3000,0,0,54,0,2,6,0,3,0,0,0,0,2,1,750,1,1,0,0,0,16,1,10500.0
0,0,1,0,0.0,0,0,0,11,0,48,1,12000.0,0,0,4,1,0,0,0,2014,0,3000,0,0,148,0,1,1,0,19,0,0,0,0,2,1,750,1,1,0,0,1,13,1,12000.0
0,0,1,0,0.0,1,0,0,8,0,29,1,13000.0,0,0,2,0,0,1,0,2012,0,3000,0,0,36,0,2,4,0,16,1,0,0,0,2,0,750,0,1,0,0,0,12,1,13000.0
0,0,1,0,0.0,1,0,1,7,0,61,0,12500.0,0,0,0,0,0,1,0,2017,0,3000,0,1,153,0,1,6,0,14,0,0,1,0,3,0,750,1,1,0,0,0,6,1,12500.0
0,0,1,0,0.0,1,0,1,8,0,25,1,31000.0,0,0,3,0,0,0,0,2018,0,2750,0,0,32,0,1,2,0,28,0,0,0,0,3,2,750,1,1,0,0,2,18,1,31000.0
0,0,1,0,0.0,1,0,0,1,0,44,1,17500.0,0,0,3,0,0,0,0,2014,0,3000,0,0,205,0,1,0,0,28,0,0,0,0,2,1,750,1,1,0,0,1,17,1,17500.0
0,0,1,0,15000.0,1,0,1,7,0,57,0,34000.0,0,1,1,0,0,3,0,2017,0,2900,0,0,73,1,1,6,0,21,0,0,0,0,2,1,750,1,1,0,1,0,11,0,19000.0
0,0,1,0,7000.0,1,0,0,3,0,27,1,40000.0,0,0,1,0,0,1,0,2015,1,2850,0,0,64,3,1,0,0,4,0,0,0,0,2,2,750,0,1,0,0,2,7,1,33000.0
0,1,0,0,0.0,0,0,0,9,0,19,0,8000.0,0,1,1,0,0,1,0,2017,0,3000,0,0,17,0,3,0,0,9,1,1,0,0,2,0,750,0,1,0,0,0,14,1,8000.0
0,0,1,0,6000.0,0,0,1,12,0,69,1,39500.0,0,0,2,0,0,2,0,2017,0,3000,0,0,47,1,2,0,0,2,0,1,0,0,3,2,750,1,1,0,0,0,11,1,33500.0
0,0,1,0,11500.0,1,0,1,10,0,26,0,41500.0,0,0,3,0,0,2,0,2015,0,3000,0,1,50,3,1,1,0,1,0,0,0,0,3,2,750,1,1,0,0,1,10,1,30000.0
0,0,1,0,0.0,1,0,1,2,0,71,1,8000.0,0,0,1,0,0,0,0,2019,0,3000,0,0,47,0,1,4,0,15,0,0,0,0,2,0,750,1,1,0,0,1,10,1,8000.0
0,0,1,0,0.0,0,0,0,11,0,45,1,17500.0,0,0,1,1,0,0,0,2017,0,2900,0,0,121,0,1,1,0,5,1,0,0,0,2,0,750,0,1,0,0,1,14,1,17500.0
0,0,1,1,24500.0,0,0,0,4,0,52,0,63000.0,0,0,1,0,0,0,0,2019,1,3000,0,1,22,1,3,1,0,2,0,0,0,0,2,2,750,0,1,0,0,1,9,1,38500.0
0,1,0,0,0.0,1,1,0,12,0,33,0,12500.0,0,0,3,0,1,0,0,2017,0,3000,0,0,24,0,4,1,1,31,0,0,4,0,1,0,750,1,0,0,0,2,14,0,12500.0
0,1,0,0,2500.0,1,0,0,8,0,32,0,28000.0,0,1,3,0,0,2,0,2012,0,3000,0,0,75,1,1,3,0,8,0,0,0,0,2,2,750,1,1,0,0,1,15,1,25500.0
0,0,1,0,0.0,1,0,0,7,0,48,0,20000.0,0,0,4,0,0,0,0,2016,0,3000,0,1,155,0,1,2,0,24,1,0,0,0,2,0,750,0,1,0,0,1,7,1,20000.0
0,0,1,0,0.0,1,0,1,9,0,57,1,9000.0,0,0,1,0,0,0,0,2014,0,3000,1,0,95,0,1,0,0,16,0,0,0,0,4,0,750,1,1,0,0,2,19,0,9000.0
0,0,1,1,16000.0,0,0,1,11,0,27,0,36500.0,0,0,3,0,0,2,0,2019,0,3000,0,1,11,1,3,2,0,13,0,0,0,0,3,1,750,1,1,0,0,1,19,1,20500.0
0,0,1,0,0.0,1,0,0,12,0,64,0,15500.0,0,0,4,0,0,0,0,2020,0,3000,0,1,173,0,1,6,0,22,1,0,0,0,1,0,750,0,1,0,0,0,15,1,15500.0
0,0,1,0,0.0,1,0,0,12,0,58,1,7000.0,0,0,3,0,0,0,0,2018,0,3000,0,0,17,0,2,6,0,8,1,0,0,0,2,0,750,0,1,0,0,3,19,1,7000.0
0,0,1,0,15500.0,0,0,1,8,0,62,0,45000.0,0,0,3,0,0,0,0,2014,0,3000,0,1,174,3,1,1,0,6,0,1,0,0,3,2,750,1,1,0,0,0,15,1,29500.0
0,0,1,0,12000.0,1,0,1,6,0,51,1,53500.0,0,0,4,0,0,3,0,2020,0,3000,0,0,70,2,1,6,0,30,0,0,0,0,4,2,750,1,1,0,0,0,7,1,41500.0
0,1,0,0,50000.0,0,0,1,10,0,38,1,64000.0,0,0,4,1,0,5,0,2016,0,3000,0,0,112,3,1,3,0,3,0,0,0,0,6,1,750,1,1,0,0,1,15,1,14000.0
0,0,1,0,26000.0,1,0,1,6,0,61,1,43000.0,0,0,3,0,0,2,0,2016,0,3000,0,0,44,2,3,4,0,14,0,0,0,0,2,1,750,1,1,0,0,2,7,1,17000.0
0,0,1,1,0.0,0,0,0,6,0,68,1,12500.0,0,0,2,0,0,0,0,2018,0,3000,0,0,86,0,1,1,0,11,1,0,0,0,1,0,750,0,1,0,0,2,9,1,12500.0
0,1,0,0,0.0,1,0,0,10,0,26,1,11000.0,0,0,3,0,0,0,0,2013,0,2900,1,0,74,0,1,6,0,27,0,0,0,0,2,1,750,1,1,0,0,0,15,0,11000.0
0,0,1,0,0.0,0,0,1,7,1,59,0,37000.0,0,1,3,0,0,2,0,2017,0,3000,0,0,484,0,1,2,0,17,0,0,0,0,4,2,750,1,1,0,0,1,12,1,37000.0
0,1,0,0,0.0,0,0,1,11,0,74,1,10500.0,0,0,3,0,0,2,0,2011,0,3000,0,0,58,0,2,1,0,19,0,1,0,0,3,1,750,1,1,0,1,0,9,0,10500.0
0,1,0,0,15000.0,1,0,1,5,0,68,1,49500.0,0,0,3,0,0,2,0,2017,0,2550,1,0,49,1,2,0,0,13,0,0,0,0,3,2,750,1,1,0,0,0,10,0,34500.0
0,0,1,0,15000.0,1,0,1,3,0,45,1,32000.0,0,0,1,0,0,0,0,2015,0,3000,0,0,128,1,1,1,0,26,0,0,0,0,2,1,750,1,1,0,0,0,8,1,17000.0
0,1,0,0,0.0,0,0,0,8,0,34,1,9000.0,0,0,4,0,0,2,0,2013,0,3000,0,0,120,0,1,5,0,24,1,1,1,0,2,0,750,0,1,0,0,1,18,1,9000.0
0,0,1,0,0.0,1,0,1,1,0,38,1,19500.0,0,0,4,0,0,2,0,2016,0,2750,0,0,75,0,1,3,0,10,0,0,0,0,3,1,750,1,1,0,0,0,4,1,19500.0
0,0,1,0,3500.0,0,0,1,3,0,36,1,36500.0,0,0,1,1,0,0,0,2017,0,2950,0,0,92,1,1,0,0,18,0,0,0,0,3,2,750,1,1,0,0,2,18,1,33000.0
0,0,1,0,4000.0,1,0,1,11,0,66,0,26500.0,0,1,3,0,0,0,0,2020,0,2750,0,0,172,1,1,4,0,1,0,0,0,0,3,1,750,1,1,0,0,1,14,1,22500.0
0,1,0,0,0.0,1,0,1,3,0,53,1,30000.0,0,0,4,0,0,3,0,2013,0,3000,1,0,188,0,1,3,0,28,0,0,0,0,4,2,750,1,1,0,0,2,14,0,30000.0
0,0,1,0,15000.0,1,0,1,12,0,47,0,51500.0,0,0,2,0,0,2,0,2020,0,3000,0,1,98,4,1,0,0,16,0,0,0,0,4,2,750,1,1,0,0,1,19,1,36500.0
0,0,1,1,0.0,0,0,0,12,0,20,1,10500.0,0,0,3,0,0,0,0,2018,0,3000,0,0,10,0,1,6,0,22,1,0,1,0,2,0,750,0,1,0,0,2,1,1,10500.0
0,0,1,0,0.0,1,1,1,4,0,37,0,4000.0,1,0,3,0,0,0,0,2010,0,2950,0,0,226,0,1,6,1,21,0,0,0,0,1,1,750,1,0,0,0,2,14,0,4000.0
0,0,1,0,15000.0,1,0,0,11,0,39,0,42500.0,0,1,1,0,0,1,0,2012,1,2500,0,0,78,1,1,5,0,9,0,0,0,0,2,2,750,0,1,0,0,0,21,1,27500.0
0,1,0,0,20000.0,1,0,1,9,0,51,0,24000.0,0,0,1,0,0,2,0,2010,0,3000,0,1,80,4,1,5,0,7,0,0,0,0,3,1,750,1,1,0,0,0,21,1,4000.0
0,1,0,0,0.0,1,0,0,12,0,48,1,29000.0,0,0,1,0,0,0,0,2016,0,3000,0,0,97,0,1,6,0,22,0,0,0,0,1,2,750,1,1,0,0,1,4,1,29000.0
0,0,1,0,30000.0,1,0,1,5,0,23,1,68000.0,0,0,3,0,0,2,0,2020,0,3000,0,0,4,3,3,1,0,21,0,0,0,0,3,2,800,1,1,0,0,0,8,1,38000.0
