,policy_id,customer_gender_female,customer_gender_male,policy_state_or,injury_claim,policy_state_ca,collision_type_na,police_report_available,incident_month,policy_state_nv,customer_age,collision_type_front,total_claim_amount,incident_type_theft,collision_type_side,customer_education,policy_state_wa,incident_type_breakin,num_witnesses,driver_relationship_child,auto_year,authorities_contacted_fire,policy_annual_premium,driver_relationship_spouse,collision_type_rear,months_as_customer,num_injuries,num_insurers_past_5_years,incident_dow,driver_relationship_na,incident_day,authorities_contacted_none,policy_state_az,num_claims_past_year,policy_state_id,num_vehicles_involved,incident_severity,policy_deductable,authorities_contacted_police,incident_type_collision,fraud,authorities_contacted_ambulance,driver_relationship_other,policy_liability,incident_hour,driver_relationship_self,vehicle_claim
1276,272,0,1,0,15000.0,1,0,0,1,0,60,0,31500.0,0,1,1,0,0,1,0,2019,0,2750,0,0,129,1,1,1,0,29,1,0,0,0,2,0,750,0,1,0,0,0,0,5,1,16500.0
1277,281,0,1,0,0.0,1,0,1,8,0,28,0,21000.0,0,1,3,0,0,2,0,2020,0,3000,1,0,77,0,1,3,0,15,0,0,0,0,3,1,750,1,1,0,0,0,1,17,0,21000.0
1278,584,0,1,0,0.0,1,0,0,9,0,54,0,8500.0,0,0,3,0,0,0,0,2016,0,3000,0,1,193,0,1,4,0,20,1,0,0,0,1,0,750,0,1,0,0,1,3,22,0,8500.0
1279,594,0,1,0,15000.0,1,0,0,12,0,56,0,32500.0,0,1,3,0,0,0,0,2019,0,2950,0,0,138,1,1,4,0,13,0,0,0,0,2,1,750,1,1,0,0,0,0,10,1,17500.0
1280,602,0,1,0,25000.0,0,0,0,1,1,65,1,55500.0,0,0,1,0,0,0,0,2015,0,3000,1,0,158,1,1,3,0,31,0,0,0,0,2,2,750,0,1,0,1,0,1,13,0,30500.0
1281,3933,0,1,0,0.0,0,1,0,7,0,52,0,6000.0,0,0,4,0,1,0,0,2016,0,3000,0,0,88,0,1,2,1,24,0,1,0,0,1,0,750,1,0,0,0,0,2,8,0,6000.0
1282,4234,0,1,0,0.0,0,0,0,4,0,62,0,4000.0,0,1,4,0,0,0,0,2011,0,2800,0,0,197,0,1,3,0,4,1,1,0,0,1,0,750,0,1,0,0,0,2,18,1,4000.0
1283,2751,0,1,0,0.0,0,0,1,10,0,50,0,10500.0,0,0,4,0,0,2,0,2015,0,3000,1,1,166,0,1,2,0,30,0,1,0,0,2,1,750,1,1,0,0,0,0,9,0,10500.0
1284,1055,0,1,0,0.0,0,0,1,1,0,24,1,12500.0,0,0,1,0,0,1,0,2017,0,3000,0,0,31,0,1,4,0,25,0,1,0,0,3,0,750,1,1,0,0,0,0,15,1,12500.0
1285,4340,1,0,0,0.0,0,0,0,5,0,46,1,6000.0,0,0,3,0,0,0,0,2014,0,3000,0,0,151,0,1,1,0,21,1,1,0,0,2,0,750,0,1,0,0,0,0,12,1,6000.0
1286,4352,0,1,0,0.0,0,0,1,7,0,39,0,7000.0,0,1,3,0,0,1,0,2006,0,3000,0,0,143,0,1,2,0,24,0,1,0,0,3,1,750,1,1,0,0,0,1,8,1,7000.0
1287,1158,1,0,0,0.0,1,0,0,9,0,46,0,27500.0,0,0,1,0,0,0,0,2017,0,3000,1,1,32,0,2,4,0,6,0,0,0,0,2,2,750,1,1,0,0,0,0,15,0,27500.0
1288,4514,1,0,0,0.0,0,0,1,3,0,28,1,18000.0,0,0,3,0,0,1,0,2019,0,3000,0,0,31,0,4,3,0,28,0,1,0,0,2,1,750,1,1,0,0,0,3,17,1,18000.0
1289,1464,0,1,0,10000.0,0,0,1,9,0,35,1,41500.0,0,0,3,1,0,1,0,2016,0,2900,1,0,72,2,1,3,0,5,0,0,0,0,2,2,750,1,1,0,0,0,1,4,0,31500.0
1290,4770,0,1,0,0.0,1,0,1,3,0,52,1,4500.0,0,0,3,0,0,0,0,2019,0,3000,0,0,33,0,3,6,0,17,0,0,0,0,3,0,750,1,1,1,0,0,2,13,1,4500.0
1291,1589,1,0,1,1000.0,0,0,1,5,0,36,0,3500.0,0,1,3,0,0,0,0,2006,0,3000,0,0,98,3,1,3,0,23,0,0,0,0,3,1,750,1,1,0,0,0,2,15,1,2500.0
1292,2130,0,1,1,0.0,0,0,0,9,0,38,1,15500.0,0,0,3,0,0,0,0,2020,0,3000,0,0,10,0,5,6,0,8,0,0,0,0,2,1,750,1,1,0,0,0,3,12,1,15500.0
1293,529,1,0,0,0.0,1,0,0,4,0,47,1,11000.0,0,0,2,0,0,1,0,2017,0,3000,0,0,92,0,1,5,0,6,1,0,0,0,2,0,750,0,1,0,0,0,0,16,1,11000.0
1294,2301,0,1,0,27500.0,1,0,1,4,0,43,0,58500.0,0,1,1,0,0,2,0,2018,0,3000,0,0,70,4,1,1,0,9,0,0,0,0,3,2,750,1,1,0,0,1,0,5,0,31000.0
1295,3891,0,1,0,0.0,0,0,1,12,0,40,1,10500.0,0,0,3,0,0,1,0,2011,0,3000,0,0,128,0,1,2,0,18,0,1,0,0,3,1,750,1,1,0,0,0,0,11,1,10500.0
1296,665,0,1,0,10000.0,1,0,0,10,0,52,1,34000.0,0,0,3,0,0,1,0,2018,0,3000,1,0,3,1,4,4,0,18,0,0,0,0,2,1,750,1,1,0,0,0,0,19,0,24000.0
1297,1098,1,0,0,0.0,1,0,0,10,0,42,1,19500.0,0,0,2,0,0,0,0,2019,0,2900,0,0,36,0,1,2,0,23,0,0,0,0,2,1,750,1,1,0,0,0,1,13,1,19500.0
1298,4446,0,1,0,2500.0,1,0,1,1,0,39,1,38500.0,0,0,4,0,0,3,0,2018,0,3000,1,0,48,1,1,3,0,10,0,0,0,0,3,2,750,1,1,0,0,0,1,14,0,36000.0
1299,4517,0,1,0,15000.0,1,0,0,2,0,39,1,18500.0,0,0,0,0,0,0,0,2007,0,3000,0,0,126,1,1,2,0,13,0,0,0,0,2,1,750,1,1,0,0,0,0,6,1,3500.0
1300,1458,1,0,0,7500.0,0,0,0,11,0,61,0,21500.0,0,1,4,0,0,0,0,2019,0,3000,0,0,28,1,1,1,0,12,0,1,0,0,2,1,750,1,1,0,0,0,0,12,1,14000.0
1301,75,0,1,0,45000.0,0,0,0,8,0,62,0,68000.0,0,0,3,0,0,0,1,2016,1,3000,0,1,112,1,1,1,0,27,0,1,0,0,2,2,750,0,1,0,0,0,3,12,0,23000.0
1302,2156,0,1,0,7000.0,1,0,0,4,0,52,0,23500.0,0,1,4,0,0,0,0,2009,0,2550,0,0,178,1,1,2,0,10,0,0,0,0,1,1,750,1,1,0,0,0,2,8,1,16500.0
1303,779,0,1,1,9500.0,0,0,1,12,0,48,1,38000.0,0,0,3,0,0,3,1,2015,0,3000,0,0,108,2,1,0,0,9,0,0,0,0,4,2,750,1,1,0,0,0,3,10,0,28500.0
1304,2553,0,1,0,0.0,1,0,0,3,0,46,0,22000.0,0,0,3,0,0,2,0,2017,0,3000,0,1,220,0,1,0,0,11,1,0,0,0,2,0,750,0,1,0,0,1,1,13,0,22000.0
1305,2646,0,1,0,0.0,1,1,0,1,0,61,0,1000.0,0,0,3,0,1,0,0,2016,0,3000,0,0,234,0,1,2,1,16,0,0,0,0,1,0,750,1,0,0,0,0,0,14,0,1000.0
1306,4230,1,0,0,0.0,0,0,1,1,1,72,0,8500.0,0,1,1,0,0,3,0,2015,0,3000,0,0,88,0,1,5,0,12,0,0,0,0,3,0,750,1,1,0,0,0,1,22,1,8500.0
1307,2762,1,0,0,0.0,1,0,1,9,0,19,0,16500.0,0,0,1,0,0,1,0,2019,0,3000,0,1,14,0,5,0,0,16,0,0,0,0,2,1,750,1,1,0,0,0,0,11,1,16500.0
1308,4299,1,0,0,0.0,1,1,0,7,0,65,0,12500.0,0,0,3,0,1,0,0,2016,0,3000,0,0,153,0,1,3,1,4,0,0,0,0,1,0,750,1,0,0,0,0,2,6,0,12500.0
1309,4411,1,0,0,2500.0,1,0,0,8,0,32,0,28000.0,0,1,3,0,0,2,0,2012,0,3000,0,0,75,1,1,3,0,8,0,0,0,0,2,2,750,1,1,0,0,0,1,15,1,25500.0
1310,1236,0,1,0,9500.0,1,0,1,1,0,55,0,50000.0,0,1,3,0,0,0,0,2016,0,3000,0,0,208,1,1,1,0,8,0,0,0,0,3,2,750,1,1,0,0,0,0,9,1,40500.0
1311,1544,0,1,0,3000.0,1,0,1,1,0,41,0,9500.0,0,1,4,0,0,0,0,2010,0,3000,0,0,72,1,1,0,0,21,0,0,0,0,3,1,750,1,1,0,0,0,0,13,1,6500.0
1312,1567,0,1,0,0.0,0,0,1,11,0,47,1,19500.0,0,0,1,1,0,2,0,2017,0,2600,0,0,104,0,1,5,0,2,0,0,0,0,3,1,750,1,1,0,0,0,1,13,1,19500.0
1313,1650,0,1,0,9500.0,1,0,0,7,0,37,0,27500.0,0,0,3,0,0,1,0,2019,0,3000,0,1,25,1,4,2,0,24,0,0,1,0,2,1,750,1,1,0,0,0,1,17,1,18000.0
1314,3339,1,0,0,0.0,1,0,0,12,0,20,1,11000.0,0,0,1,0,0,1,0,2018,0,3000,1,0,16,0,4,1,0,3,1,0,0,0,2,0,750,0,1,0,0,0,0,15,0,11000.0
1315,1831,1,0,0,0.0,1,0,0,5,0,74,1,20500.0,0,0,3,0,0,0,0,2018,0,3000,0,0,90,0,1,4,0,3,0,0,0,0,2,1,750,1,1,0,0,0,0,11,1,20500.0
1316,3633,0,1,0,0.0,1,0,0,10,0,35,1,15000.0,0,0,3,0,0,0,0,2019,0,3000,0,0,1,0,4,3,0,24,1,0,0,0,1,0,750,0,1,1,0,0,0,8,1,15000.0
1317,413,0,1,0,0.0,0,1,0,1,1,50,0,11500.0,0,0,1,0,1,0,0,2016,0,3000,0,0,176,0,1,1,1,8,0,0,0,0,1,0,750,1,0,0,0,0,2,11,0,11500.0
1318,2129,1,0,0,10500.0,1,0,1,6,0,60,0,48500.0,0,0,3,0,0,2,0,2019,0,2750,1,1,209,2,1,5,0,1,0,0,0,0,4,2,750,1,1,0,0,0,2,10,0,38000.0
1319,2144,1,0,0,0.0,0,0,1,9,0,55,1,8500.0,0,0,2,1,0,2,0,2019,0,3000,0,0,243,0,1,6,0,15,0,0,0,0,3,0,750,1,1,0,0,0,1,11,1,8500.0
1320,4273,0,1,0,0.0,1,0,1,1,0,19,0,20500.0,0,0,0,0,0,3,0,2018,0,2900,1,1,1,0,1,6,0,27,0,0,0,0,3,0,750,1,1,0,0,0,0,10,0,20500.0
1321,2795,1,0,0,0.0,0,0,0,9,0,26,0,13000.0,0,0,1,1,0,0,0,2012,0,3000,0,1,13,0,3,5,0,21,0,0,0,0,1,1,750,1,1,0,0,0,2,14,1,13000.0
1322,1210,0,1,0,0.0,1,0,0,7,0,27,0,16000.0,0,1,1,0,0,0,0,2019,0,3000,0,0,35,0,3,2,0,17,1,0,0,0,2,0,750,0,1,0,0,1,0,15,0,16000.0
1323,4488,0,1,0,0.0,0,0,1,1,0,52,1,27500.0,0,0,3,0,0,0,0,2017,0,3000,0,0,63,0,1,2,0,30,0,1,0,0,2,1,750,1,1,0,0,0,3,11,1,27500.0
1324,1302,0,1,0,0.0,1,0,0,10,0,41,1,9500.0,0,0,1,0,0,0,0,2020,0,3000,0,0,143,0,1,2,0,30,0,0,0,0,2,0,750,1,1,0,0,0,1,7,1,9500.0
1325,4527,0,1,0,0.0,0,0,0,11,0,34,1,6000.0,0,0,2,0,0,0,0,2012,0,2750,0,0,36,0,2,1,0,19,1,0,0,1,2,0,750,0,1,0,0,0,1,11,1,6000.0
1326,1853,0,1,0,5000.0,1,0,1,4,0,42,1,32500.0,0,0,1,0,0,2,0,2016,0,3000,0,0,13,1,2,4,0,5,0,0,0,0,2,2,750,1,1,0,0,0,0,14,1,27500.0
1327,3492,0,1,0,0.0,0,1,0,3,0,75,0,14000.0,0,0,1,1,1,0,0,2019,0,2500,0,0,132,0,1,0,1,11,0,0,0,0,1,0,750,1,0,0,0,0,1,9,0,14000.0
1328,2169,0,1,0,0.0,0,1,0,4,0,30,0,15500.0,0,0,3,0,1,0,0,2019,0,3000,0,0,38,0,2,1,1,2,0,1,0,0,1,0,750,1,0,0,0,0,0,6,0,15500.0
1329,4454,1,0,0,0.0,1,0,0,6,0,57,1,11000.0,0,0,1,0,0,0,0,2010,0,3000,0,0,173,0,1,1,0,25,1,0,0,0,1,0,750,0,1,0,0,0,0,10,1,11000.0
1330,1361,1,0,0,0.0,0,0,0,11,0,28,1,12500.0,0,0,1,0,0,1,0,2016,0,3000,0,0,89,0,1,4,0,1,1,1,0,0,2,0,750,0,1,0,0,0,0,9,1,12500.0
1331,1445,0,1,0,0.0,1,1,0,11,0,54,0,15000.0,0,0,3,0,1,0,0,2020,0,2650,0,0,205,0,1,4,1,15,1,0,0,0,1,0,750,0,0,0,0,0,1,8,0,15000.0
1332,4673,1,0,0,18500.0,1,0,1,12,0,34,1,53000.0,0,0,3,0,0,3,0,2018,0,3000,0,0,122,2,1,4,0,20,0,0,0,0,4,2,750,1,1,0,0,0,0,6,1,34500.0
1333,3406,1,0,0,9500.0,0,0,0,2,1,48,1,24000.0,0,0,1,0,0,3,0,2017,0,3000,1,0,22,2,4,3,0,28,0,0,1,0,2,1,750,1,1,0,0,0,2,18,0,14500.0
1334,1900,0,1,0,0.0,1,0,0,9,0,64,0,13500.0,0,1,4,0,0,0,0,2015,0,3000,0,0,61,0,1,2,0,25,0,0,0,0,1,0,750,1,1,0,0,0,3,12,1,13500.0
1335,3548,0,1,0,0.0,1,0,0,2,0,37,1,31000.0,0,0,3,0,0,0,0,2017,0,3000,1,0,27,0,1,4,0,8,0,0,0,0,2,2,750,1,1,0,0,0,3,16,0,31000.0
1336,2036,0,1,0,0.0,0,0,0,1,0,62,1,11000.0,0,0,1,1,0,0,0,2014,0,3000,0,0,174,0,1,1,0,22,1,0,0,0,1,0,750,0,1,0,0,0,2,16,1,11000.0
1337,3945,1,0,0,20500.0,1,0,1,11,0,39,1,59500.0,0,0,4,0,0,1,0,2020,0,3000,0,0,107,3,1,1,0,19,0,0,0,0,3,2,750,1,1,0,0,0,1,16,1,39000.0
1338,1204,0,1,0,9500.0,0,0,1,11,0,49,0,23500.0,0,0,1,1,0,2,0,2015,0,2700,0,1,89,2,1,2,0,20,0,0,0,0,4,1,750,1,1,0,0,0,2,1,1,14000.0
1339,1242,0,1,0,0.0,1,0,0,4,0,20,1,13000.0,0,0,3,0,0,0,0,2015,0,3000,0,0,13,0,5,3,0,11,0,0,0,0,1,1,750,1,1,0,0,0,0,19,1,13000.0
1340,3135,0,1,0,0.0,0,0,0,1,0,69,1,23000.0,0,0,3,1,0,1,0,2018,0,2900,0,0,182,0,1,0,0,14,0,0,0,0,2,1,750,1,1,0,0,0,3,16,1,23000.0
1341,3155,0,1,0,15000.0,1,0,1,10,0,41,1,44000.0,0,0,3,0,0,2,0,2013,0,2900,0,0,57,1,2,0,0,28,0,0,0,0,2,2,750,1,1,0,0,0,0,19,1,29000.0
1342,1612,0,1,1,9500.0,0,0,1,1,0,42,0,37000.0,0,1,1,0,0,2,0,2014,0,3000,0,0,61,3,1,2,0,2,0,0,0,0,3,2,750,1,1,0,0,0,1,12,1,27500.0
1343,4872,1,0,0,0.0,1,0,0,4,0,31,0,13500.0,0,1,2,0,0,1,0,2015,0,2900,0,0,85,0,1,0,0,29,1,0,0,0,2,0,750,0,1,0,0,0,0,8,1,13500.0
1344,1715,0,1,0,0.0,1,1,0,2,0,40,0,6500.0,0,0,3,0,1,1,0,2016,0,3000,0,0,29,0,1,1,1,12,0,0,0,0,1,0,750,1,0,0,0,0,3,15,0,6500.0
1345,3417,1,0,0,30000.0,1,0,0,6,0,39,1,39000.0,0,0,1,0,0,1,0,2013,0,3000,0,0,92,2,1,2,0,19,0,0,0,0,2,1,750,1,1,0,0,0,0,7,1,9000.0
1346,1829,0,1,0,0.0,0,0,0,1,0,49,1,13500.0,0,0,1,0,0,0,0,2019,0,2650,1,0,40,0,3,3,0,10,1,1,0,0,1,0,750,0,1,0,0,0,3,9,0,13500.0
1347,1942,1,0,0,0.0,0,0,0,7,0,53,1,18500.0,0,0,3,0,0,0,0,2018,0,3000,0,0,60,0,1,1,0,23,1,1,0,0,2,0,750,0,1,0,0,0,0,14,1,18500.0
1348,3545,1,0,0,32000.0,0,0,0,2,0,54,1,49500.0,0,0,3,0,0,0,0,2018,0,3000,0,0,8,2,1,1,0,26,0,1,0,0,2,1,750,1,1,0,0,0,1,8,1,17500.0
1349,3583,0,1,0,4000.0,1,0,0,2,0,54,0,20000.0,0,1,2,0,0,0,0,2019,0,2850,0,0,112,3,1,0,0,4,0,0,0,0,2,1,750,0,1,0,1,0,0,13,1,16000.0
1350,477,0,1,0,16500.0,1,0,0,2,0,49,0,48000.0,0,0,1,0,0,1,0,2017,0,3000,0,1,53,3,1,4,0,8,0,0,0,0,2,2,750,1,1,0,0,0,1,16,1,31500.0
1351,2283,0,1,0,0.0,1,0,0,8,0,56,1,7500.0,0,0,3,0,0,0,0,2016,0,2700,0,0,65,0,1,2,0,28,1,0,0,0,2,0,750,0,1,0,0,0,1,11,1,7500.0
1352,2956,1,0,0,22500.0,0,1,0,12,0,23,0,41000.0,1,0,1,1,0,0,0,2018,0,3000,0,0,18,1,4,2,1,4,0,0,0,0,1,1,750,1,0,0,0,0,2,17,0,18500.0
1353,1583,1,0,0,6000.0,1,0,0,7,0,60,0,22000.0,0,0,3,0,0,1,0,2016,0,3000,0,1,248,2,1,3,0,25,0,0,0,0,2,1,750,0,1,0,1,0,1,1,1,16000.0
1354,4926,0,1,0,0.0,1,0,1,10,0,47,1,14500.0,0,0,1,0,0,1,0,2019,0,3000,0,0,95,0,1,5,0,26,0,0,1,0,2,0,750,1,1,0,0,0,0,5,1,14500.0
1355,3268,0,1,0,36500.0,1,0,0,4,0,38,0,60500.0,0,0,2,0,0,2,0,2013,1,2900,1,1,39,2,2,2,0,24,0,0,0,0,2,2,750,0,1,0,0,0,3,2,0,24000.0
1356,194,0,1,0,0.0,1,0,0,9,0,58,0,8500.0,0,0,1,0,0,1,0,2015,0,3000,0,1,136,0,1,1,0,3,1,0,1,0,2,0,750,0,1,0,0,0,0,6,1,8500.0
1357,311,1,0,0,7500.0,0,0,1,4,1,24,0,41500.0,0,1,3,0,0,3,0,2016,0,3000,1,0,65,3,1,1,0,30,0,0,0,0,3,2,750,1,1,0,0,0,1,8,0,34000.0
1358,3736,0,1,0,0.0,1,0,0,10,0,36,0,27000.0,0,0,2,0,0,0,0,2019,0,3000,0,1,18,0,3,0,0,28,0,0,0,0,2,1,750,1,1,0,0,0,1,16,1,27000.0
1359,503,0,1,0,0.0,0,1,0,10,1,35,0,6500.0,0,0,3,0,1,0,0,2011,0,3000,0,0,87,0,1,0,1,21,0,0,0,0,1,0,750,1,0,0,0,0,1,16,0,6500.0
1360,2256,0,1,0,0.0,0,0,0,5,0,27,1,5500.0,0,0,3,1,0,0,0,2010,0,2850,0,0,20,0,3,0,0,6,1,0,0,0,1,0,750,0,1,0,0,0,2,8,1,5500.0
1361,2258,0,1,0,0.0,0,0,0,11,0,22,1,4000.0,0,0,3,1,0,1,0,2012,0,3000,1,0,43,0,2,5,0,16,1,0,0,0,2,0,750,0,1,0,0,0,1,0,0,4000.0
1362,632,0,1,0,0.0,0,0,0,10,0,18,0,16000.0,0,1,1,0,0,2,0,2020,0,3000,0,0,1,0,3,4,0,25,1,1,0,0,2,0,750,0,1,0,0,0,1,13,1,16000.0
1363,2466,0,1,0,8000.0,0,0,1,8,0,53,1,17000.0,0,0,3,1,0,0,0,2011,0,2900,0,0,52,1,1,4,0,2,0,0,0,0,2,1,750,1,1,0,0,0,1,18,1,9000.0
1364,4131,1,0,0,0.0,0,1,0,9,0,30,0,7000.0,0,0,4,1,1,0,0,2015,0,2750,0,0,26,0,1,5,1,7,1,0,0,0,1,0,750,0,0,0,0,0,1,16,0,7000.0
1365,2683,0,1,0,0.0,1,0,1,8,0,53,1,17500.0,0,0,4,0,0,3,0,2019,0,3000,0,0,46,0,2,2,0,7,0,0,0,0,3,1,750,1,1,1,0,0,0,16,1,17500.0
1366,2723,0,1,0,103000.0,1,0,1,7,0,62,0,137000.0,0,0,1,0,0,1,0,2020,0,3000,0,1,96,2,1,1,0,9,0,0,0,0,4,2,750,1,1,0,0,0,3,16,1,34000.0
1367,1020,0,1,0,0.0,0,1,0,8,0,71,0,11500.0,0,0,3,1,1,0,0,2015,0,2900,0,0,74,0,1,5,1,24,0,0,0,0,1,0,750,1,0,0,0,0,3,19,0,11500.0
1368,1165,1,0,1,0.0,0,0,0,12,0,26,1,5500.0,0,0,3,0,0,0,0,2017,0,3000,1,0,35,0,4,1,0,31,1,0,0,0,1,0,750,0,1,0,0,0,2,12,0,5500.0
1369,2861,0,1,0,0.0,1,0,0,9,0,41,0,6000.0,0,0,4,0,0,0,0,2016,0,3000,0,1,202,0,1,3,0,5,0,0,0,0,1,0,750,1,1,0,0,0,0,7,1,6000.0
1370,2945,1,0,0,0.0,1,0,1,6,0,21,0,13000.0,0,1,3,0,0,2,1,2019,0,3000,0,0,31,0,3,0,0,17,0,0,0,0,3,1,750,1,1,0,0,0,1,20,0,13000.0
1371,4615,0,1,0,0.0,1,0,0,12,0,58,1,7000.0,0,0,3,0,0,0,0,2018,0,3000,0,0,17,0,2,6,0,8,1,0,0,0,2,0,750,0,1,0,0,0,3,19,1,7000.0
1372,3092,1,0,0,0.0,0,0,0,11,0,42,0,35000.0,0,1,3,0,0,1,0,2019,1,3000,1,0,41,0,1,5,0,23,0,1,0,0,2,2,750,0,1,0,0,0,0,5,0,35000.0
1373,1743,0,1,0,4500.0,1,0,0,5,0,37,0,20000.0,0,0,3,0,0,0,0,2014,0,2550,0,1,44,1,2,1,0,7,0,0,0,0,2,1,750,1,1,0,0,1,0,8,0,15500.0
1374,2151,0,1,0,0.0,0,0,0,4,1,48,1,4500.0,0,0,1,0,0,3,0,2020,0,3000,0,0,145,0,1,2,0,24,1,0,0,0,2,0,750,0,1,0,0,0,1,9,1,4500.0
1375,2226,0,1,0,25000.0,1,0,1,8,0,57,1,63500.0,0,0,3,0,0,1,0,2016,0,2850,0,0,196,1,1,1,0,20,0,0,0,0,3,2,750,1,1,0,0,0,1,14,1,38500.0
1376,637,0,1,0,0.0,1,0,0,5,0,48,0,13500.0,0,0,3,0,0,0,0,2019,0,3000,0,1,100,0,1,1,0,14,1,0,0,0,1,0,750,0,1,0,0,0,1,5,1,13500.0
1377,2499,1,0,0,0.0,1,1,0,5,0,43,0,9000.0,0,0,3,0,1,0,0,2014,0,3000,0,0,96,0,1,4,1,31,0,0,0,0,1,0,750,1,0,0,0,0,0,15,0,9000.0
1378,4146,0,1,0,25000.0,1,0,0,12,0,71,1,57000.0,0,0,3,0,0,1,0,2017,0,2650,0,0,257,1,1,1,0,24,0,0,0,0,2,2,750,1,1,0,0,1,1,8,0,32000.0
1379,2867,0,1,0,0.0,1,0,0,7,0,33,1,9000.0,0,0,3,0,0,1,0,2018,0,3000,1,0,118,0,1,0,0,15,1,0,0,0,2,0,750,0,1,0,0,0,1,16,0,9000.0
1380,1336,0,1,0,0.0,0,0,0,4,0,53,1,12000.0,0,0,1,0,0,0,0,2013,0,3000,0,0,138,0,1,0,0,15,1,1,0,0,1,0,750,0,1,0,0,0,0,16,1,12000.0
1381,2980,0,1,0,0.0,1,1,0,6,0,31,0,11000.0,0,0,4,0,1,0,0,2019,0,3000,0,0,24,0,1,1,1,11,0,0,0,0,1,0,750,1,0,0,0,0,1,17,0,11000.0
1382,3245,0,1,0,0.0,1,1,0,10,0,19,0,5000.0,0,0,1,0,1,0,0,2013,0,3000,0,0,16,0,3,3,1,17,1,0,0,0,1,0,750,0,0,0,0,0,2,10,0,5000.0
1383,3389,0,1,0,25000.0,0,0,0,4,0,33,1,40000.0,0,0,2,1,0,0,0,2013,0,3000,0,0,42,1,2,5,0,27,0,0,0,0,2,0,750,1,1,0,0,0,1,15,1,15000.0
1384,1859,0,1,0,0.0,0,0,0,3,0,40,0,9000.0,0,1,1,0,0,0,0,2016,0,3000,0,0,19,0,1,2,0,20,1,1,0,0,2,0,750,0,1,0,0,0,2,11,1,9000.0
1385,188,0,1,0,0.0,1,0,0,4,0,38,0,14500.0,0,0,1,0,0,0,0,2017,0,3000,0,1,75,0,1,2,0,24,1,0,0,0,1,0,750,0,1,0,0,0,0,11,1,14500.0
1386,400,0,1,0,0.0,1,1,0,2,0,45,0,14000.0,0,0,1,0,1,0,0,2016,0,3000,0,0,129,0,1,5,1,23,0,0,0,0,1,0,750,1,0,0,0,0,0,1,0,14000.0
1387,483,0,1,0,0.0,0,0,1,1,0,36,1,13000.0,0,0,1,0,0,1,0,2017,0,3000,0,0,13,0,3,5,0,12,0,0,0,1,2,1,750,1,1,0,0,0,2,8,1,13000.0
1388,2249,0,1,0,25000.0,0,0,1,2,0,50,1,37000.0,0,0,4,1,0,4,0,2020,0,3000,0,0,93,1,1,3,0,28,0,0,0,0,3,0,750,1,1,0,0,0,1,7,1,12000.0
1389,2260,1,0,0,0.0,0,0,0,7,0,37,0,9500.0,0,0,4,1,0,0,0,2014,0,3000,1,1,23,0,5,3,0,25,1,0,0,0,2,0,750,0,1,0,0,0,1,1,0,9500.0
1390,2286,1,0,0,0.0,1,1,0,1,0,24,0,11000.0,0,0,3,0,1,0,0,2019,0,3000,0,0,61,0,1,1,1,1,1,0,0,0,1,0,750,0,0,0,0,0,1,14,0,11000.0
1391,587,0,1,0,0.0,1,0,0,5,0,39,1,8000.0,0,0,1,0,0,2,0,2020,0,2800,0,0,61,0,1,4,0,17,1,0,0,0,2,0,750,0,1,0,0,0,0,13,1,8000.0
1392,3919,0,1,0,0.0,0,0,1,8,1,38,0,16000.0,0,0,1,0,0,2,0,2015,0,3000,0,1,102,0,1,6,0,25,0,0,0,0,3,1,750,1,1,0,0,1,1,16,0,16000.0
1393,734,0,1,0,20500.0,0,0,1,6,0,53,0,56500.0,0,0,3,1,0,2,0,2017,0,3000,0,1,168,4,1,4,0,7,0,0,0,0,3,2,750,1,1,0,0,0,1,9,1,36000.0
1394,3009,0,1,0,0.0,1,0,1,9,0,73,0,24500.0,0,1,3,0,0,1,0,2012,0,2450,1,0,137,0,1,2,0,18,0,0,0,0,3,2,750,1,1,0,0,0,0,13,0,24500.0
1395,1415,0,1,0,0.0,0,1,0,7,0,44,0,13000.0,1,0,3,0,0,0,0,2020,0,3000,0,0,151,0,1,3,1,4,0,1,0,0,1,1,750,1,0,0,0,0,0,5,0,13000.0
1396,4780,0,1,0,0.0,1,1,0,7,0,29,0,4000.0,0,0,3,0,1,0,0,2016,0,2800,0,0,63,0,1,1,1,2,1,0,0,0,1,0,750,0,0,0,0,0,0,8,0,4000.0
1397,3290,1,0,0,0.0,1,0,0,9,0,29,0,11000.0,0,1,3,0,0,1,0,2019,0,3000,0,0,74,0,1,0,0,23,1,0,0,0,2,0,750,0,1,0,0,0,3,13,1,11000.0
1398,1729,1,0,0,0.0,0,1,0,10,0,54,0,18000.0,0,0,1,0,1,0,0,2016,0,3000,0,0,98,0,1,4,1,11,0,1,0,0,1,0,750,1,0,0,0,0,0,1,0,18000.0
1399,1736,0,1,0,20500.0,1,0,1,1,0,36,0,64500.0,0,0,2,0,0,0,0,2020,0,3000,1,1,95,4,1,1,0,15,0,0,0,0,3,2,750,1,1,0,0,0,0,14,0,44000.0
1400,1920,0,1,0,0.0,1,0,0,12,0,51,0,8000.0,0,0,3,0,0,0,0,2010,0,3000,0,1,133,0,1,4,0,27,1,0,0,0,2,0,750,0,1,0,0,0,0,14,1,8000.0
1401,580,0,1,0,0.0,0,0,0,1,0,69,0,12000.0,0,1,2,0,0,1,0,2017,0,2850,0,0,139,0,1,1,0,15,1,1,0,0,2,0,750,0,1,0,0,0,0,12,1,12000.0
